x1,x2,y
0.7285295,0.9803664,-0.1902827877538094
0.4100803,0.102286816,-0.028850174231359285
0.084364,0.4040807,0.17166017210925763
0.4924367,0.55576503,-0.1208011919226184
0.56273526,0.8766153,0.8401332334330871
0.40928984,0.642688,0.07022467801714677
0.23426765,0.99177116,0.6169221398143467
0.6918712,0.43065715,0.4638422552049134
0.82867885,0.6769932,0.2522315575241545
0.5857489,0.35239834,-0.35607318559185286
0.5628713,0.5357472,0.4118833480674951
0.20787293,0.5071548,-0.0025079244997400357
0.60918516,0.20384473,-0.13738830240084435
0.5893132,0.33403504,-0.3416102957562075
0.08401865,0.20055556,-0.24023883427740395
0.103173256,0.6157153,0.19237721564816757
0.80584925,0.9545639,0.2979150387138656
0.99025154,0.6969369,0.05549037831864735
0.74455017,0.41473192,0.07800733246842088
0.9133397,0.30884057,-0.298707696858353
0.3641305,0.33359456,-0.496587331968576
0.16482323,0.114647746,0.18257794736843033
0.39807397,0.90410477,-0.11132206447057837
0.25091803,0.046072006,0.2774717856739442
0.38575947,0.9530696,-0.09158316387615995
0.6205969,0.4683947,-0.06286533785625047
0.35706937,0.9390193,0.2340012903772894
0.019547045,0.7833219,-0.7378798822291678
0.6357582,0.81343585,0.6198337833380937
0.21020001,0.33605963,0.00048570483786052054
0.28987306,0.98516166,0.026158344798868083
0.4354372,0.023226738,0.013825418180677472
0.750711,0.59640414,0.291074993273022
0.56841934,0.16657454,0.007751225702746403
0.031613648,0.9530613,-0.3674838094512875
0.123428285,0.4049884,0.20758560968609918
0.40835953,0.78554994,0.17161462557318574
0.07847941,0.213822,-0.16543759231308852
0.23205554,0.24788976,-0.08020210904302977
0.8058773,0.8060624,0.010179203125795781
0.72681594,0.90814257,-0.06272102167654595
0.16746467,0.4980145,-0.14723643876899575
0.09537339,0.4990211,0.5142205722872518
0.07265735,0.01841724,0.0042717822350688585
0.8149368,0.27873552,-0.015263177992123123
0.4601618,0.35262084,-0.03154281813993616
0.10342449,0.45011812,0.32891408557917046
0.57386106,0.89951324,0.9537529700588034
0.287305,0.97639316,-0.0018193837646236569
0.26849246,0.82004833,0.6018489086553921
0.93673325,0.5516994,-0.07052767824607993
0.32827812,0.86986053,0.5273566688128515
0.3541522,0.28594792,-0.5704591433419595
0.32569408,0.09220117,-0.890070525691006
0.45003766,0.0932315,0.040560821451535056
0.82744724,0.0184412,-0.1941853729806135
0.12853867,0.59912175,0.05328984792054149
0.80931723,0.97822,0.1299414165754076
0.09477472,0.9107382,0.05723392108343282
0.8503459,0.17199111,-0.17613775195373174
0.7084567,0.35935003,0.24685768999758823
0.6439238,0.057361424,0.150288983527247
0.21291244,0.1830126,0.04942429770351924
0.4024918,0.48181057,-0.13571242392514338
0.4892406,0.20462841,-0.18288291535445098
0.7469537,0.7539968,0.07802247689609974
0.061389565,0.03654015,0.33936103933228245
0.3925581,0.6390885,0.19526343619911893
0.119173944,0.45395648,0.24625944425608595
0.5283774,0.1179474,-0.08759622329373573
0.96821326,0.86212784,0.3975534987536912
0.88190156,0.2961135,-0.42301971920447584
0.14264315,0.56139416,0.0018440942312205263
0.7924529,0.7445971,0.2071004547615074
0.17562294,0.89251906,0.6853627513801167
0.26295918,0.41258782,-0.060190184110702066
0.3598063,0.7380508,0.9109118053671517
0.033483446,0.18161756,0.5137981727064374
0.4394986,0.84417635,0.0508698162561038
0.3796118,0.81371105,0.33441621966660356
0.9578904,0.51879,0.08888957735932349
0.16323346,0.5027816,-0.06093073559583902
0.6945429,0.39351565,0.5050131353859105
0.0118175745,0.7975708,-0.7354438935639485
0.28210258,0.1502912,-0.5396940907678991
0.7548205,0.62035185,0.22848772290453803
0.8642888,0.39902806,-0.2632210933092385
0.8091792,0.38127714,0.1796563388435463
0.18955702,0.96157205,0.998860389759181
0.9919543,0.85633403,0.06619352178147118
0.36044514,0.2818458,-0.6245474597842928
0.5883944,0.7517116,1.1911274732006802
0.5638003,0.7105267,0.8616202806454168
0.47612256,0.78359514,0.09452114898401127
0.73719895,0.784801,-0.06042474643205494
0.4625638,0.08849633,0.1298109471509557
0.18640858,0.25045145,0.05616644721922029
0.92285264,0.47478896,-0.186449607299024
0.4328522,0.30494636,0.17261491994384237
0.4790042,0.83701354,0.022284221763915455
0.500111,0.73214525,0.022199132452423623
0.7863253,0.01302433,0.246737449903417
0.6748606,0.9995874,-0.7307894132855404
0.24663818,0.58124185,0.2757766484457473
0.51124465,0.7642883,8.7684476758252e-05
0.6204651,0.124355435,0.07573070784908624
0.12651896,0.9269289,0.36642601865899443
0.2844901,0.060546696,-0.31569162629680225
0.051274955,0.06500214,0.4283404917489641
