x1,x2,x3,x4,x5,y
0.57456636,0.86637807,0.48861897,0.96516263,0.5078612,0.17747253191254558
0.377429,0.34180188,0.76060265,0.9389339,0.83496666,-0.5178583422285288
0.31803685,0.31207508,0.10192257,0.039144456,0.66276646,0.5923903185574976
0.6956512,0.68698287,0.27126044,0.18723756,0.58668613,-0.39095758268713904
0.5712433,0.12949151,0.060545027,0.46418077,0.53983086,-0.5354720210247919
0.9351248,0.4604392,0.7048389,0.4834869,0.68259573,0.15417840687470807
0.011403263,0.30573404,0.56650335,0.7588675,0.95824677,-0.6766539617290206
0.8657281,0.7933565,0.65617514,0.86835945,0.20143986,-1.398955411082734
0.49366456,0.86034834,0.96617746,0.99139524,0.6252919,-0.025348632720399673
0.986913,0.7384059,0.7865308,0.17819422,0.8184251,-0.1421968989115039
0.8051062,0.63880837,0.8155105,0.18649656,0.4560657,0.5591144956394986
0.70338076,0.1296069,0.67965704,0.49808425,0.6038688,-0.5021570027324262
0.12541777,0.28010535,0.6732802,0.4632237,0.5489558,-0.015664261760559062
0.98253417,0.607675,0.3099017,0.4866088,0.62538224,-0.8462366625580156
0.66919714,0.59486914,0.6250341,0.8504118,0.911929,0.3783502406038181
0.14972097,0.543458,0.018888772,0.31032485,0.7634879,0.34143225409141376
0.32923746,0.39501953,0.7728489,0.17041522,0.878206,0.06484129208201213
0.09535092,0.5907636,0.019367754,0.6243365,0.6271425,0.42446352086721045
0.38712156,0.94845706,0.78124774,0.61667466,0.6674219,0.2553764653564873
0.032877445,0.548093,0.9920096,0.77762574,0.71309495,-0.5591684485981383
0.27552223,0.7457962,0.66202015,0.23477691,0.074334025,-0.7514412343168233
0.98928547,0.7027986,0.5924862,0.19989371,0.56215155,-0.41892658520176596
0.9126221,0.58612907,0.4695549,0.91727805,0.23595619,-1.3070239934032608
0.34710306,0.58737063,0.09873742,0.8232015,0.70761627,1.2601681517249481
0.88050115,0.5588749,0.6009354,0.71054304,0.04316002,-1.0422922078776455
0.6585563,0.81650746,0.12261468,0.937703,0.66861427,-0.6051806298171486
0.072604895,0.15361166,0.63746285,0.73108524,0.9469226,-0.6915544772450453
0.7807477,0.34243125,0.45058167,0.036328137,0.54982364,-0.1326676567284187
0.43073547,0.20712864,0.47485948,0.21592766,0.25050223,0.31732820690845676
0.3471865,0.34020108,0.722224,0.032821417,0.7965973,0.3903129938588742
0.26556778,0.4676389,0.14594072,0.046042264,0.58395296,0.6465721605519107
0.8490475,0.7141114,0.5295902,0.5784271,0.27061194,-0.2335485747138999
0.61194575,0.45618927,0.03690988,0.94307905,0.8197961,0.07048383440882718
0.865467,0.47308373,0.45146966,0.45800817,0.2057491,0.1775847462876028
